,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
35,srivardhan,8,IN,1549930459,93,18.03,73.02,67.22,1.72
36,khuzdar,0,PK,1549930459,92,27.8,66.62,37.66,2.51
37,fort-shevchenko,68,KZ,1549930459,100,44.51,50.26,28.97,8.43
38,hamilton,90,CA,1549926000,79,43.26,-79.87,26.6,21.92
39,port elizabeth,90,US,1549927920,95,39.31,-74.98,33.08,5.82
40,jamestown,92,AU,1549930273,87,-33.21,138.6,62.5,16.6
41,baijiantan,20,CN,1549930461,65,45.63,85.18,-4.38,4.41
42,barrow,88,AR,1549930461,61,-38.31,-60.23,59.21,14.7
43,pevek,20,RU,1549930461,100,69.7,170.27,-26.11,11.9
44,winneba,20,GH,1549926000,94,5.35,-0.62,82.4,8.05
45,asosa,0,ET,1549930462,51,10.07,34.53,61.73,4.63
46,new norfolk,75,AU,1549927800,71,-42.78,147.06,55.4,20.8
47,longyearbyen,75,NO,1549929000,78,78.22,15.63,14.0,4.7
48,haines junction,0,CA,1549930463,71,60.75,-137.51,-1.23,1.61
49,naze,12,NG,1549930464,77,5.43,7.07,76.13,8.21
50,narsaq,0,GL,1549929000,72,60.91,-46.05,32.0,20.8
51,basco,90,US,1549928100,99,40.33,-91.2,32.0,12.75
52,puerto ayora,20,EC,1549926000,74,-0.74,-90.35,82.4,10.29
53,tuktoyaktuk,90,CA,1549928040,85,69.44,-133.03,21.2,23.04
54,albany,75,US,1549925700,44,42.65,-73.75,26.96,9.17
55,hermanus,64,ZA,1549930465,95,-34.42,19.24,63.04,5.41
56,mezen,76,RU,1549930466,86,65.85,44.24,30.86,7.99
57,kavaratti,0,IN,1549930466,100,10.57,72.64,82.21,9.44
58,ushuaia,40,AR,1549926000,53,-54.81,-68.31,50.0,24.16
59,san pedro,0,AR,1549930467,61,-33.68,-59.66,71.23,18.84
60,san policarpo,76,PH,1549930468,88,12.18,125.51,78.25,15.59
61,faanui,88,PF,1549930468,100,-16.48,-151.75,83.51,6.2
62,kudahuvadhoo,48,MV,1549930469,100,2.67,72.89,80.27,12.91
63,meulaboh,36,ID,1549930469,100,4.14,96.13,77.71,4.41
64,atuona,0,PF,1549930469,100,-9.8,-139.03,81.08,11.68
65,arraial do cabo,20,BR,1549926000,74,-22.97,-42.02,80.6,13.87
66,barcarena,75,BR,1549926000,88,-1.51,-48.62,78.8,3.36
67,chippenham,36,GB,1549927200,86,51.46,-2.12,39.2,3.36
68,dakar,12,SN,1549927800,9,14.69,-17.45,86.0,11.41
69,yellowknife,90,CA,1549927800,77,62.45,-114.38,3.2,5.82
70,lebu,40,ET,1549926000,59,8.96,38.73,62.6,11.41
71,mokhotlong,80,LS,1549930471,100,-29.29,29.06,49.99,2.17
72,severo-kurilsk,36,RU,1549930472,100,50.68,156.12,19.61,17.49
73,thompson,20,CA,1549926000,54,55.74,-97.86,5.0,3.36
74,east london,92,ZA,1549930472,100,-33.02,27.91,71.81,15.48
75,fort nelson,90,CA,1549926000,78,58.81,-122.69,14.0,10.29
76,koraput,0,IN,1549930473,81,18.81,82.72,46.66,1.83
77,fonte boa,32,BR,1549930473,91,-2.51,-66.09,80.23,3.06
78,mahebourg,20,MU,1549929600,88,-20.41,57.7,73.4,5.82
79,itarema,24,BR,1549930474,91,-2.92,-39.92,78.88,11.01
80,mana,90,RS,1549927800,86,43.52,20.24,37.4,12.75
81,kodiak,90,US,1549928100,98,39.95,-94.76,32.0,8.05
82,tabuk,8,PH,1549930475,86,17.41,121.44,63.71,2.28
83,opunake,20,NZ,1549930475,90,-39.45,173.86,67.58,12.8
84,sitka,0,US,1549930476,59,37.17,-99.65,48.68,13.47
85,malindi,0,KE,1549930476,93,-3.22,40.12,76.76,8.77
86,butaritari,80,KI,1549930476,100,3.07,172.79,82.84,20.85
87,las vegas,1,US,1549928100,18,36.17,-115.15,51.08,8.05
88,prince rupert,1,CA,1549926000,24,54.32,-130.32,35.6,10.29
89,gari,0,RU,1549930477,88,59.43,62.35,11.96,6.64
90,ibiruba,92,BR,1549930477,98,-28.63,-53.09,69.43,4.18
91,kattivakkam,20,IN,1549927800,83,13.22,80.32,77.0,3.36
92,chenghai,75,CN,1549926000,82,23.46,116.77,59.0,14.36
93,chakwal,76,PK,1549930478,58,32.93,72.86,51.47,2.84
94,bredasdorp,36,ZA,1549929600,88,-34.53,20.04,68.0,3.36
95,cape town,0,ZA,1549926000,68,-33.93,18.42,69.8,20.8
96,padang,40,ID,1549926000,94,-0.92,100.36,77.0,2.24
97,sobolevo,92,RU,1549930480,97,54.43,31.9,33.7,17.27
98,salinopolis,80,BR,1549930480,100,-0.61,-47.36,80.68,11.23
99,parana,75,BR,1549926000,94,-7.52,-72.89,75.2,2.24
100,ambovombe,24,MG,1549930481,89,-25.18,46.09,76.85,6.31
101,kieta,48,PG,1549930481,84,-6.22,155.63,85.4,7.65
102,rawson,0,AR,1549930481,38,-43.3,-65.11,59.08,7.54
103,jiuquan,0,CN,1549930482,58,39.73,98.49,-6.94,1.5
104,castro,0,CL,1549926000,42,-42.48,-73.76,64.4,9.17
105,valdosta,1,US,1549928100,73,30.83,-83.28,74.3,7.2
106,hobart,75,AU,1549927800,71,-42.88,147.33,55.4,20.8
107,amparafaravola,64,MG,1549930483,97,-17.68,48.22,63.31,2.95
108,sibu,75,MY,1549926000,94,2.29,111.83,77.0,3.36
109,lady lake,1,US,1549929060,68,28.92,-81.92,75.92,4.41
110,palembang,75,ID,1549927800,100,-2.99,104.76,77.0,4.07
111,altamira,40,BR,1549926000,100,-3.2,-52.21,78.8,2.17
112,hithadhoo,80,MV,1549930485,100,-0.6,73.08,83.83,8.88
113,okhotsk,8,RU,1549930485,100,59.36,143.24,-18.78,5.75
114,wanning,20,AT,1549927200,86,48.64,13.53,33.8,19.46
115,port alfred,92,ZA,1549930486,100,-33.59,26.89,68.08,13.8
116,lasa,40,CY,1549927800,87,34.92,32.53,50.0,3.36
117,bosaso,0,SO,1549930487,100,11.28,49.18,74.06,1.95
118,kununurra,0,AU,1549927800,79,-15.77,128.74,84.2,4.7
119,bambous virieux,20,MU,1549929600,88,-20.34,57.76,73.4,5.82
120,port lincoln,80,AU,1549930488,93,-34.72,135.86,62.9,21.97
121,trincomalee,80,LK,1549930488,75,8.58,81.23,79.01,11.34
122,marsh harbour,0,BS,1549930489,100,26.54,-77.06,75.77,18.5
123,joplin,90,US,1549928100,100,37.08,-94.51,50.0,4.29
124,hohhot,0,CN,1549926000,51,40.81,111.65,10.4,6.71
125,northam,0,GB,1549927200,97,51.04,-4.21,37.4,2.24
126,athabasca,80,CA,1549930490,69,54.72,-113.29,-6.49,4.07
127,caravelas,8,BR,1549930490,100,-17.73,-39.27,82.66,13.35
128,saint-philippe,1,CA,1549929300,55,45.36,-73.48,14.0,3.29
129,pailon,75,BO,1549926000,94,-17.66,-62.72,77.0,11.41
130,henties bay,92,NA,1549930491,99,-22.12,14.28,63.8,4.07
131,bajil,24,ES,1549930491,86,38.23,-2.07,40.45,4.07
132,saskylakh,44,RU,1549930491,85,71.97,114.09,-19.68,9.78
133,nanortalik,8,GL,1549930492,96,60.14,-45.24,27.62,31.81
134,vao,92,EE,1549930492,99,59.1,26.19,32.08,4.41
135,ust-tsilma,80,RU,1549930492,79,65.44,52.15,26.81,7.2
136,bethel,90,US,1549927680,100,60.79,-161.76,35.6,29.97
137,kavieng,88,PG,1549930493,97,-2.57,150.8,85.09,17.05
138,netivot,0,IL,1549930299,90,31.42,34.59,38.6,2.95
139,sarkad,80,HU,1549927800,94,46.74,21.38,41.0,14.99
140,saint anthony,90,US,1549929180,68,43.97,-111.68,24.08,20.8
141,kyren,0,RU,1549930494,0,51.68,102.13,-37.45,2.06
142,araouane,24,ML,1549930495,30,18.9,-3.53,54.17,4.97
143,steinbach,90,CA,1549926420,78,49.53,-96.69,10.4,4.7
144,dikson,80,RU,1549930496,95,73.51,80.55,-4.92,16.6
145,katherine,90,AU,1549927800,74,-14.47,132.26,84.2,12.75
146,cravo norte,24,CO,1549930497,36,6.3,-70.2,90.62,10.0
147,krasnoarmeysk,90,RU,1549927800,92,56.12,38.15,30.2,11.18
148,chuy,88,UY,1549930413,100,-33.69,-53.46,69.47,11.23
149,stillwater,90,US,1549929180,86,36.12,-97.06,51.08,4.7
150,broome,76,GB,1549927200,90,52.47,1.45,35.6,5.82
151,hilo,20,US,1549929180,57,19.71,-155.08,77.0,17.22
152,mantua,5,IT,1549929300,50,45.16,10.79,41.0,3.36
153,khatanga,64,RU,1549930499,62,71.98,102.47,-13.15,7.87
154,antofagasta,40,CL,1549926000,77,-23.65,-70.4,69.8,13.87
155,sunrise manor,1,US,1549928100,18,36.21,-115.07,51.08,8.05
156,flinders,0,AU,1549926000,28,-34.58,150.85,82.4,9.17
157,amahai,12,ID,1549930500,100,-3.31,129.0,81.98,8.77
158,provideniya,90,RU,1549927800,100,64.42,-173.23,32.0,20.13
159,punta gorda,90,US,1549929180,81,26.93,-82.05,77.0,6.93
160,srednekolymsk,8,RU,1549930501,73,67.46,153.71,-37.09,2.62
161,kaitangata,0,NZ,1549930501,74,-46.28,169.85,67.09,6.42
162,vieux-habitants,75,GP,1549927800,88,16.06,-61.77,71.6,3.36
163,parabel,32,RU,1549930502,64,58.71,81.5,-13.78,2.73
164,kuito,44,AO,1549930502,92,-12.38,16.94,59.66,4.18
165,mar del plata,12,AR,1549930358,45,-46.43,-67.52,62.23,4.63
166,tautira,75,PF,1549927800,66,-17.73,-149.15,86.0,8.05
167,esperance,20,TT,1549926000,65,10.24,-61.45,78.8,20.8
168,tasiilaq,88,GL,1549929000,57,65.61,-37.64,23.0,38.03
169,grand gaube,20,MU,1549929600,88,-20.01,57.66,73.4,5.82
170,khakhea,68,BW,1549930504,84,-24.69,23.5,70.6,7.2
171,montepulciano,0,IT,1549925700,60,43.09,11.78,39.2,8.05
172,vila velha,40,BR,1549926000,83,-3.71,-38.6,84.2,10.29
173,almaznyy,88,RU,1549927800,100,48.03,40.04,35.6,15.66
174,katangli,0,RU,1549930506,100,51.71,143.23,-5.14,13.02
175,begowal,80,IN,1549930506,83,30.81,76.06,50.48,2.73
176,soyo,44,AO,1549930506,86,-6.13,12.37,80.95,4.41
177,airai,36,TL,1549930507,84,-8.93,125.41,75.1,2.06
178,kilosa,20,TZ,1549930507,89,-6.84,36.99,69.34,3.96
179,chokurdakh,56,RU,1549930507,80,70.62,147.9,-18.37,14.14
180,campbell river,75,CA,1549928160,92,50.02,-125.24,30.2,4.7
181,cherskiy,12,RU,1549930508,82,68.75,161.3,-39.03,1.72
182,norman wells,20,CA,1549926000,84,65.28,-126.83,1.4,4.7
183,amapa,20,HN,1549926000,65,15.09,-87.97,82.4,13.87
184,roswell,1,US,1549928100,9,33.39,-104.52,53.6,31.09
185,iqaluit,75,CA,1549926000,69,63.75,-68.52,-13.01,9.17
186,camacha,40,PT,1549927800,87,33.08,-16.33,62.6,16.11
187,quimper,0,FR,1549927800,93,48.0,-4.1,42.8,3.4
188,stephenville,1,US,1549929300,91,32.22,-98.2,58.46,10.29
189,sisimiut,0,GL,1549930510,50,66.94,-53.67,-18.19,1.28
190,saldanha,0,PT,1549930511,89,41.42,-6.55,29.74,4.74
191,lompoc,1,US,1549929360,39,34.64,-120.46,57.02,3.36
192,barbosa ferraz,64,BR,1549930512,95,-24.03,-52.01,71.9,3.96
193,boa vista,20,BR,1549926000,43,2.82,-60.67,87.8,10.29
194,flin flon,75,CA,1549926000,54,54.77,-101.88,5.0,3.36
195,nhulunbuy,40,AU,1549927800,74,-12.18,136.78,86.0,14.99
196,banamba,0,ML,1549930513,23,13.55,-7.45,67.85,10.45
197,hasaki,20,JP,1549927800,64,35.73,140.83,39.2,8.05
198,severo-yeniseyskiy,44,RU,1549930514,36,60.37,93.04,-24.76,2.39
199,avera,90,US,1549929300,94,33.19,-82.53,60.8,4.7
200,sao jose da coroa grande,92,BR,1549930515,86,-8.9,-35.15,78.83,7.87
201,karratha,68,AU,1549930515,69,-20.74,116.85,83.65,11.01
202,sarangani,0,PH,1549930515,96,5.4,125.46,80.59,22.3
203,clyde river,5,CA,1549926000,75,70.47,-68.59,-18.41,5.82
204,vaitape,88,PF,1549930516,100,-16.52,-151.75,83.74,4.74
205,luanda,40,AO,1549926000,78,-8.83,13.24,82.4,6.93
206,tres arroyos,88,AR,1549930517,61,-38.38,-60.28,59.21,14.7
207,klaksvik,92,FO,1549929000,100,62.23,-6.59,46.4,8.05
208,hervey bay,40,AU,1549926000,66,-25.3,152.85,84.2,8.05
209,port-gentil,40,GA,1549926000,83,-0.72,8.78,82.4,12.75
210,sur,0,OM,1549930518,100,22.57,59.53,66.32,15.48
211,port hardy,40,CA,1549926000,78,50.7,-127.42,32.0,24.16
212,half moon bay,75,US,1549928820,94,37.46,-122.43,55.4,5.82
213,kahului,20,US,1549925760,47,20.89,-156.47,78.98,16.11
214,kruisfontein,80,ZA,1549930519,97,-34.0,24.73,63.94,2.51
215,hofn,88,IS,1549930519,100,64.25,-15.21,38.56,3.62
216,nishihara,0,JP,1549927800,45,35.74,139.53,44.6,14.99
217,bacolod,0,PH,1549930520,63,10.68,122.95,78.2,15.48
218,dali,0,CN,1549930520,87,25.6,100.24,44.95,3.18
219,qeshm,90,IR,1549926000,93,26.96,56.27,71.6,4.7
220,muros,0,ES,1549927800,86,42.77,-9.06,46.4,4.7
221,chicama,75,PE,1549926000,83,-7.84,-79.15,77.0,10.29
222,bam,48,IR,1549930522,77,29.11,58.36,47.78,5.64
223,ilulissat,0,GL,1549929000,57,69.22,-51.1,17.6,1.12
224,ruwi,0,OM,1549925400,53,23.6,58.55,73.4,11.41
225,vaini,0,IN,1549930523,85,15.34,74.49,64.97,4.85
226,gamba,0,CN,1549930523,16,28.28,88.52,-20.4,6.53
227,comodoro rivadavia,0,AR,1549926000,39,-45.87,-67.48,64.4,8.05
228,poum,24,MK,1549930523,79,41.28,20.71,33.47,2.95
229,san ramon de la nueva oran,12,AR,1549930524,73,-23.13,-64.33,84.19,14.25
230,fairbanks,90,US,1549926300,74,64.84,-147.72,24.08,8.05
231,bandarbeyla,8,SO,1549930524,100,9.49,50.81,75.77,4.63
232,imbituba,75,BR,1549926000,83,-28.24,-48.67,82.4,12.75
233,columbia,90,US,1549929300,92,34.0,-81.03,53.06,3.62
234,lagoa,0,PT,1549927800,81,37.14,-8.45,50.0,1.12
235,ouahigouya,0,BF,1549930526,25,13.58,-2.42,63.98,9.1
236,san rafael,68,AR,1549930527,36,-34.61,-68.33,57.73,6.76
237,manzhouli,0,CN,1549930527,41,49.6,117.43,-27.64,3.74
238,hastings,0,NZ,1549930251,90,-39.64,176.84,73.21,6.64
239,aasiaat,0,GL,1549930528,98,68.71,-52.87,18.49,13.69
240,havoysund,90,NO,1549927200,100,71.0,24.66,28.4,11.41
241,japura,44,ID,1549930528,98,-0.42,102.29,72.26,2.39
242,prokopyevsk,56,RU,1549930529,64,53.89,86.74,-14.28,2.95
243,okato,8,NZ,1549930529,91,-39.19,173.88,69.25,11.68
244,sistranda,40,NO,1549929000,80,63.73,8.83,33.8,24.16
245,mangrol,0,IN,1549930530,79,25.33,76.51,44.81,3.96
246,dicabisagan,80,PH,1549930530,100,17.08,122.42,73.43,8.55
247,rio bueno,20,JM,1549926000,74,18.47,-77.46,80.6,11.41
248,tura,0,IN,1549930531,78,25.52,90.21,47.29,2.39
249,quatre cocos,20,MU,1549929600,88,-20.21,57.76,73.4,5.82
250,grindavik,90,IS,1549929600,93,63.84,-22.43,37.4,13.87
251,tiassale,0,CI,1549930532,81,5.9,-4.83,72.71,7.43
252,cockburn town,92,TC,1549930382,100,21.46,-71.14,76.99,21.41
253,salalah,75,OM,1549925400,78,17.01,54.1,75.2,10.29
254,beringovskiy,88,RU,1549930533,90,63.05,179.32,7.06,42.21
255,mahuva,0,IN,1549930533,92,21.09,71.76,69.56,10.78
256,husavik,64,CA,1549930534,76,50.56,-96.99,7.15,8.66
257,cabo san lucas,75,MX,1549925460,64,22.89,-109.91,73.4,5.82
258,carnarvon,0,ZA,1549930534,60,-30.97,22.13,63.31,10.0
259,pangai,90,TO,1549926000,88,-19.8,-174.35,80.6,17.22
260,gao,12,ML,1549930535,44,16.28,-0.04,60.61,7.65
261,marawi,0,PH,1549930535,78,8.0,124.29,67.85,2.95
262,polis,40,CY,1549927800,87,35.04,32.42,50.0,3.36
263,alice springs,0,AU,1549927800,12,-23.7,133.88,93.2,12.75
264,naryan-mar,88,RU,1549930536,84,67.67,53.09,27.08,14.58
265,plouzane,20,FR,1549927800,100,48.38,-4.62,42.8,3.36
266,aripuana,12,BR,1549930537,93,-9.17,-60.63,78.43,0.83
267,san martin,75,EC,1549929600,76,-0.3,-78.52,64.4,12.75
268,misratah,8,LY,1549930538,99,32.38,15.09,55.88,12.57
269,saint-pierre,0,FR,1549927800,93,48.95,4.24,35.6,4.7
270,juneau,1,US,1549925760,71,58.3,-134.42,35.06,3.4
271,mount isa,0,AU,1549927800,45,-20.73,139.49,86.0,1.12
272,zlitan,0,LY,1549930539,99,32.47,14.57,48.32,8.21
273,marquette,90,US,1549925760,79,46.54,-87.4,23.0,4.7
274,nemuro,20,JP,1549927800,66,43.32,145.57,10.4,5.82
275,freetown,75,BS,1549926000,78,26.61,-78.36,77.0,12.75
276,lavrentiya,88,RU,1549930541,98,65.58,-170.99,32.03,28.01
277,selikhino,0,RU,1549930541,34,50.37,137.51,-22.78,3.18
278,shimanovsk,0,RU,1549930541,73,52.0,127.67,-11.26,5.86
279,fria,56,GN,1549930542,62,10.36,-13.58,75.1,7.99
280,coihaique,0,CL,1549926000,40,-45.58,-72.07,69.8,5.82
281,deputatskiy,44,RU,1549930543,53,69.3,139.9,-32.32,3.4
282,vestmannaeyjar,92,IS,1549930254,100,63.44,-20.27,38.38,13.13
283,roald,92,NO,1549929000,74,62.58,6.12,35.6,10.29
284,sandnessjoen,75,NO,1549927200,86,66.02,12.63,33.8,13.87
285,kajaani,90,FI,1549927200,92,64.22,27.73,21.2,9.17
286,marion,75,US,1549929000,100,35.21,-90.2,62.06,11.41
287,coruripe,92,BR,1549930544,98,-10.12,-36.18,81.08,12.46
288,high level,40,CA,1549929600,64,58.52,-117.13,-4.01,4.7
289,winona,90,CA,1549926000,79,43.21,-79.65,26.6,21.92
290,alamosa,1,US,1549929300,46,37.47,-105.87,29.3,17.22
291,kungurtug,0,RU,1549930546,0,50.6,97.53,-41.86,2.39
292,mount gambier,90,AU,1549926000,76,-37.83,140.78,55.4,16.11
293,verkhnyaya inta,80,RU,1549930546,79,65.99,60.32,23.26,7.65
294,dunmore east,32,IE,1549930547,96,52.15,-6.99,46.61,16.71
295,piacabucu,88,BR,1549930547,82,-10.41,-36.43,78.88,8.43
296,impfondo,92,CD,1549930547,68,1.62,18.06,80.5,0.94
297,boca do acre,36,BR,1549930547,97,-8.76,-67.39,73.39,2.17
298,rapid valley,1,US,1549929360,76,44.06,-103.15,24.08,2.84
299,castanos,76,MX,1549930548,55,26.78,-101.42,65.65,5.41
300,ponta do sol,48,BR,1549930548,70,-20.63,-46.0,76.4,6.53
301,burriana,0,ES,1549927800,86,39.89,-0.08,41.0,2.24
302,pacific grove,1,US,1549928400,47,36.62,-121.92,57.02,2.73
303,petropavlovsk-kamchatskiy,40,RU,1549927800,64,53.05,158.65,-0.41,8.95
304,pran buri,0,TH,1549926000,83,12.39,99.9,75.2,2.24
305,geraldton,20,CA,1549926000,55,49.72,-86.95,10.4,4.7
306,vila,0,IT,1549927200,37,45.18,8.4,37.4,2.24
307,tilichiki,12,RU,1549930551,76,60.47,166.1,-12.12,11.01
308,bulaevo,80,KZ,1549930551,77,54.91,70.44,7.37,3.06
309,camocim,20,BR,1549930551,82,-2.9,-40.84,80.63,11.9
310,aklavik,90,CA,1549926000,73,68.22,-135.01,24.8,8.05
311,lukovetskiy,90,RU,1549927800,86,64.29,41.92,30.2,11.18
312,codrington,0,AU,1549926000,58,-28.95,153.24,87.8,6.93
313,methoni,68,GR,1549929000,76,36.82,21.7,57.2,3.36
314,victoria,75,BN,1549927800,88,5.28,115.24,78.8,2.24
315,nizhnyaya tavda,68,RU,1549930553,77,57.67,66.17,9.49,8.66
316,yamada,75,JP,1549926000,100,36.58,137.08,35.6,1.12
317,tiznit,0,MA,1549930554,73,29.7,-9.73,55.48,2.73
318,almansa,20,ES,1549926000,93,38.87,-1.1,39.2,5.82
319,fortuna,90,ES,1549927800,66,38.18,-1.13,55.4,3.36
320,oudtshoorn,92,ZA,1549930200,100,-33.59,22.2,64.4,3.36
321,tashtagol,48,RU,1549930555,60,52.76,87.85,-8.02,3.51
322,eydhafushi,44,MV,1549930556,99,5.1,73.07,82.93,20.51
323,hualmay,0,PE,1549930556,72,-11.1,-77.61,75.01,4.41
324,egvekinot,80,RU,1549930556,59,66.32,-179.17,-13.92,14.03
325,yar-sale,88,RU,1549930557,89,66.83,70.83,13.22,12.35
326,pisco,75,PE,1549926000,30,-13.71,-76.2,71.6,9.17
327,adrar,0,DZ,1549926000,26,27.87,-0.29,57.2,9.17
328,camargo,92,MX,1549930558,26,27.69,-105.17,68.57,19.84
329,iida,0,JP,1549930558,49,35.45,137.9,32.08,1.83
330,hokitika,80,NZ,1549930558,100,-42.72,170.96,62.59,8.77
331,yulara,0,AU,1549926000,10,-25.24,130.99,89.6,9.17
332,chabahar,92,IR,1549930559,100,25.29,60.65,70.6,15.82
333,oktyabrskiy,90,RU,1549927800,86,55.61,37.97,30.2,13.42
334,san cristobal,75,EC,1549929600,76,-0.39,-78.55,64.4,12.75
335,bima,48,ID,1549930560,100,-8.45,118.73,75.55,2.51
336,benghazi,0,LY,1549930512,100,32.12,20.07,62.0,15.26
337,dingle,8,PH,1549930561,62,11.0,122.67,78.11,16.71
338,mogwase,24,ZA,1549930561,96,-25.28,27.22,62.14,3.74
339,anchorage,75,US,1549925880,100,61.22,-149.89,26.06,0.94
340,nome,75,US,1549928100,81,30.04,-94.42,73.04,9.17
341,paragominas,44,BR,1549930562,84,-3.0,-47.35,79.51,7.09
342,abony,0,HU,1549927800,60,47.19,20.0,41.0,13.87
343,tirumullaivasal,88,IN,1549930563,85,11.24,79.84,79.24,12.68
344,praia da vitoria,20,PT,1549926000,100,38.73,-27.07,55.4,7.43
345,massakory,0,TD,1549930563,25,13.0,15.73,67.22,14.25
346,neyshabur,92,IR,1549930564,99,36.21,58.79,32.89,5.64
347,kilindoni,92,TZ,1549930564,99,-7.91,39.67,82.7,11.23
348,suvorovo,0,BG,1549927800,87,43.33,27.59,44.6,6.93
349,van,40,TR,1549925400,79,38.51,43.37,26.6,2.24
350,san patricio,44,PY,1549930565,98,-26.98,-56.83,74.42,2.62
351,san jose el alto,75,MX,1549924860,31,20.65,-100.37,75.2,5.82
352,maceio,0,BR,1549926000,83,-9.67,-35.74,77.0,4.7
353,lyubymivka,92,UA,1549930566,94,46.81,33.57,36.94,10.78
354,yongan,48,CN,1549930567,83,39.7,113.69,9.98,3.4
355,portland,90,US,1549926660,85,45.52,-122.67,46.04,10.29
356,leningradskiy,48,RU,1549930567,92,69.38,178.42,-21.16,13.13
357,poronaysk,8,RU,1549930568,90,49.22,143.1,-11.08,3.29
358,belaya gora,32,RU,1549930568,59,68.54,146.19,-33.13,3.18
359,segezha,92,RU,1549930568,92,63.74,34.31,31.9,7.43
360,minudasht,92,IR,1549926000,100,37.23,55.37,44.6,11.41
361,dauphin,90,CA,1549927260,83,51.15,-100.04,-5.81,2.24
362,keetmanshoop,0,NA,1549930569,32,-26.57,18.15,71.23,9.44
363,tonantins,24,BR,1549930569,97,-2.86,-67.77,76.58,3.62
364,hovd,90,NO,1549929000,100,63.83,10.7,33.8,12.75
365,yumen,8,CN,1549930570,59,40.29,97.04,4.18,6.76
366,sawakin,0,SD,1549930570,100,19.1,37.33,63.04,11.01
367,neryungri,36,RU,1549930571,55,56.66,124.71,-7.3,13.13
368,mocajuba,64,BR,1549930571,84,-2.58,-49.5,79.46,4.52
369,tateyama,75,JP,1549926000,100,36.66,137.31,35.6,1.12
370,nisia floresta,40,BR,1549926000,74,-6.09,-35.21,82.4,14.99
371,waingapu,80,ID,1549930572,100,-9.65,120.26,76.67,5.19
372,shenxian,80,CN,1549930572,89,36.24,115.67,25.55,2.62
373,gigmoto,92,PH,1549930573,100,13.78,124.39,76.45,12.8
374,areosa,0,PT,1549927800,87,41.72,-8.86,46.4,1.72
375,ende,20,ID,1549930573,100,-8.84,121.65,80.27,0.16
376,mizdah,0,LY,1549930573,85,31.45,12.98,39.73,4.97
377,saravan,90,AM,1549927800,86,39.72,45.65,37.4,2.24
378,vila franca do campo,75,PT,1549927800,93,37.72,-25.43,62.6,13.87
379,peniche,0,PT,1549927800,81,39.36,-9.38,48.2,4.7
380,barranca,12,PE,1549930575,98,-10.75,-77.76,73.75,7.43
381,maniwaki,0,CA,1549930575,65,46.38,-75.98,3.1,5.08
382,cidreira,92,BR,1549930575,100,-30.17,-50.22,71.68,4.52
383,souillac,75,FR,1549927800,93,45.6,-0.6,42.8,2.73
384,zihuatanejo,20,MX,1549924980,74,17.64,-101.55,84.2,6.93
